,treino,previsto
gamma1,[0.46996047909566496],[0.45339977741241455]
gamma2,[0.07344097236025571],[0.04610157385468483]
gamma3,[0.5535311897079374],[0.4929954707622528]
gamma4,[0.37664963051624745],[0.38372302055358887]
JIX,[0.16151432986791336],[0.24072976410388947]
JIY,[-0.5885520020378399],[-0.4481447637081146]
JIZ,[0.28393873546227],[-0.17346850037574768]
JXI,[0.8929708779032515],[1.7391183376312256]
JYI,[-0.9175870687900451],[-0.8885492086410522]
JZI,[-0.10120076827109403],[0.05543729290366173]
JXX,[-0.2931088962646198],[-0.528494119644165]
JXY,[-0.4241611986546143],[-0.6597517728805542]
JXZ,[0.7538488993092554],[1.4210113286972046]
JYX,[0.933461896331194],[1.0480560064315796]
JYY,[0.6077893468042093],[0.5435660481452942]
JYZ,[-0.1619387971769919],[-0.1738545298576355]
JZX,[0.7436744955183132],[0.6671858429908752]
JZY,[-0.79078137856082],[-0.8686988949775696]
JZZ,[-0.020704221524552313],[0.2682969570159912]
