,treino,previsto
gamma1,[0.9451939145048893],[0.9449222683906555]
gamma2,[0.4015909369106695],[0.4013596177101135]
gamma3,[0.998447005087021],[0.9984664916992188]
gamma4,[0.0621927912524467],[0.06227142736315727]
JXX,[0.3227661144476608],[0.3224942088127136]
JXY,[-0.7796759021655764],[-0.7797044515609741]
JXZ,[-0.9461264424189464],[-0.9455565214157104]
JYX,[-0.23165779091140504],[-0.2309921234846115]
JYY,[0.4927903923327688],[0.49201494455337524]
JYZ,[-0.495232464973556],[-0.49518823623657227]
JZX,[0.003205341136067519],[0.0031863409094512463]
JZY,[-0.3651298189085006],[-0.36533862352371216]
JZZ,[0.6926556182568482],[0.6911376714706421]
JIX,[0.0439678194249864],[0.043652232736349106]
JIY,[0.6133815542373582],[0.6131617426872253]
JIZ,[0.9209895486477535],[0.9198046922683716]
JXI,[-0.420749244471069],[-0.42029497027397156]
JYI,[0.5322148755959053],[0.5317283272743225]
JZI,[0.4084397336868253],[0.4081122577190399]
