,treino,previsto
gamma1,[0.011103140095212849],[0.0108712213113904]
gamma2,[0.06936843811723081],[0.06950707733631134]
gamma3,[0.17029397548628933],[0.17008113861083984]
gamma4,[0.23062657285541344],[0.23072262108325958]
JXX,[0.8384859880845335],[0.8384652137756348]
JXY,[-0.6817044022321801],[-0.6813783049583435]
JXZ,[0.9895603626777179],[0.988522469997406]
JYX,[-0.1740409161067018],[-0.17402833700180054]
JYY,[-0.6337030386141642],[-0.633422315120697]
JYZ,[-0.3078017914359601],[-0.3068719506263733]
JZX,[0.2615917474199978],[0.2613205909729004]
JZY,[-0.931611574528584],[-0.9314169883728027]
JZZ,[-0.22563199046343807],[-0.22557228803634644]
JIX,[0.9567097167419933],[0.9560900926589966]
JIY,[-0.8909546899790852],[-0.8905935287475586]
JIZ,[0.45132344234864985],[0.4506720304489136]
JXI,[-0.032276513351115144],[-0.03199458494782448]
JYI,[0.8834464903328145],[0.8832076191902161]
JZI,[-0.18629102358141614],[-0.1862419843673706]
