,treino,previsto
gamma1,[0.35803267961629326],[0.3264516592025757]
gamma2,[0.260402331953273],[0.195673868060112]
gamma3,[0.8042812841588886],[0.6371846199035645]
gamma4,[0.6316639223416798],[0.4786442518234253]
JIX,[-0.7863429245966886],[-0.6719865202903748]
JIY,[0.40517104797371095],[0.3441940248012543]
JIZ,[0.30408404062855077],[0.024741608649492264]
JXI,[0.8807047791322358],[0.7405808568000793]
JYI,[-0.4577695468793537],[-0.5182167291641235]
JZI,[-0.48844897313392166],[-0.32631734013557434]
JXX,[0.4681187282893935],[0.31279242038726807]
JXY,[0.3169000364801515],[0.2900521159172058]
JXZ,[-0.39402405222328984],[-0.1930256336927414]
JYX,[0.36846625615391093],[0.2908771336078644]
JYY,[-0.2066527099339721],[-0.274414598941803]
JYZ,[0.5550331757802247],[0.35996946692466736]
JZX,[-0.7632008602691229],[-0.6942902207374573]
JZY,[-0.5534677673755009],[-0.5453177094459534]
JZZ,[0.8029261725493977],[0.6582225561141968]
