,treino,previsto
gamma1,[0.4212483616141941],[0.4210863709449768]
gamma2,[0.512633924392356],[0.512229859828949]
gamma3,[0.7342090787834955],[0.7336862683296204]
gamma4,[0.3589963597861997],[0.35908544063568115]
JXX,[0.06017602023601287],[0.06089659407734871]
JXY,[-0.7393941175050389],[-0.7390386462211609]
JXZ,[-0.6160056849214146],[-0.6158075928688049]
JYX,[-0.11085285225397401],[-0.11084012687206268]
JYY,[-0.5579216536855618],[-0.5580056309700012]
JYZ,[-0.08993408230456712],[-0.08933568000793457]
JZX,[-0.950466065020863],[-0.9502537250518799]
JZY,[-0.8284518274474977],[-0.8288940787315369]
JZZ,[0.42001640048982014],[0.4199211895465851]
JIX,[0.8497305032518905],[0.8488918542861938]
JIY,[0.8972115559863543],[0.897128701210022]
JIZ,[0.7848666880971586],[0.7847000956535339]
JXI,[-0.8328986463386328],[-0.8319731950759888]
JYI,[0.18405445377147056],[0.18386800587177277]
JZI,[-0.15250518353007725],[-0.1526862233877182]
