,treino,previsto
gamma1,[0.6697331158548405],[0.669475257396698]
gamma2,[0.968985475592904],[0.9687306880950928]
gamma3,[0.8927731180625529],[0.8925076127052307]
gamma4,[0.9074960881017821],[0.9072082042694092]
JIX,[-0.5516290503053471],[-0.5516128540039062]
JIY,[0.8652805931946954],[0.8649412393569946]
JIZ,[0.8914872178362601],[0.8910260200500488]
JXI,[-0.9544828513835384],[-0.9537954926490784]
JYI,[0.6938338920461884],[0.6935803890228271]
JZI,[0.42874637280803074],[0.42876848578453064]
JXX,[0.3597921523702974],[0.3594457805156708]
JXY,[-0.9788509022210652],[-0.9784110188484192]
JXZ,[0.6566237432499853],[0.6569154858589172]
JYX,[-0.24347586207152738],[-0.24326488375663757]
JYY,[0.6131158903393255],[0.6126436591148376]
JYZ,[0.07210550155686524],[0.07188545167446136]
JZX,[0.5225812965223957],[0.5225194692611694]
JZY,[0.45724655065782316],[0.45719751715660095]
JZZ,[-0.32218083756748106],[-0.3226807117462158]
