,treino,previsto
gamma1,[0.07873212256130502],[0.0971614345908165]
gamma2,[0.8385794417948504],[0.8403233885765076]
gamma3,[0.7748150558613741],[0.753248929977417]
gamma4,[0.7401692871206411],[0.6663497090339661]
JIX,[0.2969944399577662],[0.263508677482605]
JIY,[0.40273908193734953],[0.5217074751853943]
JIZ,[0.9140940053161357],[0.9680207967758179]
JXI,[-0.6071937818236794],[-1.115875482559204]
JYI,[-0.8692615292310002],[-1.029237151145935]
JZI,[0.6485148599678836],[0.430188924074173]
JXX,[-0.3338666967613588],[-0.309854120016098]
JXY,[-0.25525056072843344],[-0.3614498972892761]
JXZ,[0.6297316462233915],[0.4606955945491791]
JYX,[-0.6333304606700121],[-0.4632996916770935]
JYY,[0.8193628972743414],[0.7173115015029907]
JYZ,[-0.017661007920774408],[0.05945824831724167]
JZX,[-0.8573255728224154],[-1.0140355825424194]
JZY,[0.8356247341269967],[0.902576744556427]
JZZ,[0.14599702737085796],[0.26699259877204895]
