,treino,previsto
gamma1,[0.08532344272640013],[0.03856246545910835]
gamma2,[0.325643023919054],[0.25849512219429016]
gamma3,[0.34936194697036915],[0.30674564838409424]
gamma4,[0.4912179714973479],[0.538134753704071]
JIX,[-0.7105588947326631],[-0.6805596351623535]
JIY,[-0.02020534897708659],[0.10867393761873245]
JIZ,[0.010200296225074235],[0.4006347060203552]
JXI,[0.9376978550041575],[0.6193583607673645]
JYI,[0.6239745196640374],[0.6564468741416931]
JZI,[0.5803349788037444],[0.7158771753311157]
JXX,[0.3600894847607672],[0.15289124846458435]
JXY,[-0.6868256663820986],[-0.7323275804519653]
JXZ,[0.826249436041292],[0.525481641292572]
JYX,[-0.13303381992039798],[-0.06484055519104004]
JYY,[0.1655117547434255],[0.12007559090852737]
JYZ,[-0.8010491699310545],[-0.6239929795265198]
JZX,[-0.38565199732202915],[-0.20749598741531372]
JZY,[0.683555426225978],[0.611786425113678]
JZZ,[-0.7514492797589896],[-0.6516643762588501]
