,treino,previsto
gamma1,[0.3821258776361548],[0.4669610559940338]
gamma2,[0.2597144974749366],[0.2704954743385315]
gamma3,[0.9030730537030369],[0.8136754631996155]
gamma4,[0.04104246726610428],[0.019060952588915825]
JIX,[-0.7093276763334386],[-0.7692720890045166]
JIY,[-0.30097748941397007],[-0.2819520831108093]
JIZ,[-0.6741283351047271],[-0.5900388360023499]
JXI,[-0.5082135837716129],[-0.52756667137146]
JYI,[0.38476156435115083],[0.25570306181907654]
JZI,[-0.6899586608088255],[-0.6981527209281921]
JXX,[-0.2981621320585077],[-0.28888845443725586]
JXY,[-0.5989112539604846],[-0.49808990955352783]
JXZ,[0.9488189626598429],[0.8868447542190552]
JYX,[-0.017848451176140756],[-0.12962231040000916]
JYY,[-0.3818888638509741],[-0.39717260003089905]
JYZ,[-0.18004349647137707],[-0.3145354688167572]
JZX,[0.6561123682325138],[0.6099545955657959]
JZY,[-0.2643523124079703],[-0.18818069994449615]
JZZ,[0.635377617060706],[0.7071970701217651]
