,treino,previsto
gamma1,[0.041880336369846005],[0.04194791615009308]
gamma2,[0.9821934207987782],[0.9734314680099487]
gamma3,[0.9647577811255668],[0.9606871008872986]
gamma4,[0.6539225335338404],[0.6519814729690552]
JXX,[-0.6306793122902468],[-0.6252713799476624]
JXY,[0.023817278083611004],[0.02313079498708248]
JXZ,[0.25976544043360383],[0.25552839040756226]
JYX,[0.5859537450399053],[0.5828857421875]
JYY,[-0.8117530875415631],[-0.8066015243530273]
JYZ,[-0.393197474750949],[-0.3882504105567932]
JZX,[-0.8186589250163212],[-0.8168927431106567]
JZY,[0.6192890687343551],[0.6159252524375916]
JZZ,[0.38687696508247815],[0.3870503604412079]
JIX,[-0.09524089298036276],[-0.09553065896034241]
JIY,[0.11954477216099191],[0.11890479177236557]
JIZ,[0.8484211680474587],[0.8437137007713318]
JXI,[-0.06869985980045334],[-0.07003103196620941]
JYI,[0.01568254612454223],[0.017855970188975334]
JZI,[0.1747696576997939],[0.173747718334198]
