,treino,previsto
gamma1,[0.603190610968185],[0.5870542526245117]
gamma2,[0.3816059859191179],[0.3397756814956665]
gamma3,[0.28361821790671515],[0.2982621192932129]
gamma4,[0.674964847134956],[0.6773409247398376]
JIX,[0.142805189379827],[0.2166634351015091]
JIY,[-0.14222189064977075],[-0.18172045052051544]
JIZ,[0.15618260226894076],[0.17716088891029358]
JXI,[-0.5878035357209965],[-0.553985059261322]
JYI,[0.6266425027146401],[0.6727498173713684]
JZI,[0.647177745066891],[0.7844306230545044]
JXX,[0.30694506780235153],[0.2527501583099365]
JXY,[-0.6795408869623607],[-0.7236223220825195]
JXZ,[0.04133871927984911],[0.042544927448034286]
JYX,[-0.3444543767558137],[-0.3843102753162384]
JYY,[-0.5000066466271993],[-0.4857882559299469]
JYZ,[0.9056338182918233],[0.8739868998527527]
JZX,[0.9931139850789104],[0.9958568811416626]
JZY,[-0.9108872350991339],[-1.0375964641571045]
JZZ,[0.720322074572582],[0.6431615352630615]
