,treino,previsto
gamma1,[0.16722420906574653],[0.1902037262916565]
gamma2,[0.7281792514390089],[0.7543916702270508]
gamma3,[0.45794494925975726],[0.4822273254394531]
gamma4,[0.5049149694368028],[0.5179402828216553]
JIX,[-0.8583821458818548],[-0.8294547200202942]
JIY,[-0.1308244925173181],[-0.13639292120933533]
JIZ,[-0.5075004579580764],[-0.5891894102096558]
JXI,[-0.10862841764031073],[-0.248809352517128]
JYI,[-0.48782436581795374],[-0.6245989203453064]
JZI,[0.7229725984230293],[0.5364904999732971]
JXX,[0.12087053202375708],[-0.012813914567232132]
JXY,[0.48856793143996136],[0.44760167598724365]
JXZ,[0.8530443734443238],[0.8228511214256287]
JYX,[-0.010164243217845925],[-0.11539459228515625]
JYY,[-0.06292454119659796],[-0.2379172146320343]
JYZ,[-0.7440855515429825],[-0.7383632063865662]
JZX,[0.5685450839408246],[0.5802514553070068]
JZY,[-0.8610006166330297],[-0.9642776846885681]
JZZ,[-0.27322762119529287],[-0.5089077353477478]
