,treino,previsto
gamma1,[0.9723752503414661],[0.9718285799026489]
gamma2,[0.3289191945502741],[0.3288312256336212]
gamma3,[0.6037845231084645],[0.6035363674163818]
gamma4,[0.6074942084317443],[0.6069701313972473]
JIX,[-0.004926862482795391],[-0.005375209264457226]
JIY,[-0.4676525538549188],[-0.46687617897987366]
JIZ,[0.27482232288738184],[0.27486327290534973]
JXI,[-0.5150404916324747],[-0.5147400498390198]
JYI,[-0.053662840025089587],[-0.05344219133257866]
JZI,[0.9406722982235067],[0.9394423365592957]
JXX,[-0.8296238699780065],[-0.828682541847229]
JXY,[-0.36524216496358974],[-0.3651464283466339]
JXZ,[0.35288790697896677],[0.35282665491104126]
JYX,[-0.8295173655407848],[-0.8290759921073914]
JYY,[-0.6933649428609245],[-0.6925764083862305]
JYZ,[0.650547699608063],[0.6502391695976257]
JZX,[0.9594457052278216],[0.9588020443916321]
JZY,[-0.3613227125647036],[-0.36094000935554504]
JZZ,[-0.6220620264300913],[-0.6217529773712158]
