,treino,previsto
gamma1,[0.22860972534891622],[0.2285505086183548]
gamma2,[0.8578370973942192],[0.8571805953979492]
gamma3,[0.8745326053736207],[0.8740639686584473]
gamma4,[0.7976159923774808],[0.7969111204147339]
JIX,[0.9304842831042459],[0.929591715335846]
JIY,[-0.9766906124157178],[-0.9763023853302002]
JIZ,[0.4719832395937509],[0.47254320979118347]
JXI,[-0.6839745504705037],[-0.6833130121231079]
JYI,[0.9726789033256467],[0.9723670482635498]
JZI,[-0.9662386915840475],[-0.9655703902244568]
JXX,[0.7589825362693423],[0.7587056159973145]
JXY,[0.3627013288028291],[0.36238083243370056]
JXZ,[0.7146847649630497],[0.7142366766929626]
JYX,[0.9996324683322388],[0.9991968274116516]
JYY,[-0.5205696356724228],[-0.5203098058700562]
JYZ,[-0.3238444854866003],[-0.3239569067955017]
JZX,[0.41638866597025537],[0.41597747802734375]
JZY,[-0.4388366283137255],[-0.43899667263031006]
JZZ,[-0.4733714857050786],[-0.4727112352848053]
