,treino,previsto
gamma1,[0.9274756314280604],[0.9237679243087769]
gamma2,[0.8289200487784194],[0.7916597723960876]
gamma3,[0.8066523467023234],[0.7246327996253967]
gamma4,[0.8004478385429662],[0.9278180599212646]
JIX,[-0.527903820525131],[-0.3927652835845947]
JIY,[-0.7936679315385684],[-0.8198373317718506]
JIZ,[-0.20788351477863798],[-0.4222857356071472]
JXI,[-0.6900554583951795],[-0.8481235504150391]
JYI,[-0.8669698086408202],[-0.8660087585449219]
JZI,[-0.19681797102985032],[-0.04262689873576164]
JXX,[0.8359100861754378],[0.5971300005912781]
JXY,[0.600904702991617],[0.4031652510166168]
JXZ,[0.5303252050108769],[0.42491811513900757]
JYX,[-0.5561436486193647],[-0.3188556730747223]
JYY,[0.07336001634962708],[-0.14065027236938477]
JYZ,[-0.44663471311709957],[-0.6303532123565674]
JZX,[-0.6546709414292622],[-0.7336376905441284]
JZY,[-0.7876334151369397],[-0.747832715511322]
JZZ,[-0.571199134842167],[-0.7756912708282471]
