,treino,previsto
gamma1,[0.37397978322450376],[0.4419472813606262]
gamma2,[0.3881118510774686],[0.4884994328022003]
gamma3,[0.6823688165291463],[0.6408990621566772]
gamma4,[0.15227653430017296],[0.17026783525943756]
JIX,[-0.19204385011266734],[-0.24815025925636292]
JIY,[-0.5998491108501092],[-0.29403620958328247]
JIZ,[-0.6423953588267755],[-0.45111531019210815]
JXI,[-0.5031373629980624],[-0.5591756105422974]
JYI,[0.5197548730161559],[0.3385850191116333]
JZI,[-0.4976979832495598],[-0.5256890058517456]
JXX,[-0.23386483593564344],[-0.1162274107336998]
JXY,[0.3686172768546372],[0.4678088426589966]
JXZ,[0.07725826039666361],[0.23462162911891937]
JYX,[0.87675371205687],[0.8252673149108887]
JYY,[-0.021450084455786333],[0.07138637453317642]
JYZ,[-0.15672141727468958],[-0.25013527274131775]
JZX,[0.22643212360750375],[0.04307851940393448]
JZY,[-0.5666153759864867],[-0.3445293605327606]
JZZ,[0.8039986310648337],[1.0272061824798584]
