,treino,previsto
gamma1,[0.46137519071410127],[0.45162728428840637]
gamma2,[0.7856333408759735],[0.7760624885559082]
gamma3,[0.5584469387242702],[0.54499351978302]
gamma4,[0.974261266946173],[0.9501357078552246]
JXX,[-0.16795724132015688],[-0.26898860931396484]
JXY,[0.7918128551580439],[0.7758991718292236]
JXZ,[-0.40060849944206534],[-0.3382631540298462]
JYX,[0.36267120144248377],[0.4694262146949768]
JYY,[-0.8468727980494843],[-0.8308368921279907]
JYZ,[0.7208768750809686],[0.7564274668693542]
JZX,[-0.0646316912873881],[0.0426582470536232]
JZY,[-0.9926550802113958],[-0.9060583114624023]
JZZ,[-0.7094524862747427],[-0.6499846577644348]
JIX,[-0.837818670752231],[-0.8410561680793762]
JIY,[0.2136055782918591],[0.07275200635194778]
JIZ,[0.9954557010352247],[0.621259868144989]
JXI,[-0.7188265123325341],[-0.6674119234085083]
JYI,[0.704572082529658],[0.734952449798584]
JZI,[-0.7008545123478973],[-0.6366384029388428]
