,treino,previsto
gamma1,[0.07873212256130502],[0.08723689615726471]
gamma2,[0.8385794417948504],[0.8739919662475586]
gamma3,[0.7748150558613741],[0.790694534778595]
gamma4,[0.7401692871206411],[0.7334727048873901]
JIX,[0.2969944399577662],[0.30491670966148376]
JIY,[0.40273908193734953],[0.4525623619556427]
JIZ,[0.9140940053161357],[0.9843654632568359]
JXI,[-0.6071937818236794],[-0.8233233094215393]
JYI,[-0.8692615292310002],[-0.9002092480659485]
JZI,[0.6485148599678836],[0.6079291701316833]
JXX,[-0.3338666967613588],[-0.31991997361183167]
JXY,[-0.25525056072843344],[-0.3141499161720276]
JXZ,[0.6297316462233915],[0.534410834312439]
JYX,[-0.6333304606700121],[-0.6057072877883911]
JYY,[0.8193628972743414],[0.8076012134552002]
JYZ,[-0.017661007920774408],[-0.016899138689041138]
JZX,[-0.8573255728224154],[-0.9356591105461121]
JZY,[0.8356247341269967],[0.8806285858154297]
JZZ,[0.14599702737085796],[0.2102726548910141]
