,treino,previsto
gamma1,[0.6552766031176774],[0.7309975624084473]
gamma2,[0.7255780591443041],[0.70361328125]
gamma3,[0.6832371539307494],[0.7075356841087341]
gamma4,[0.546362446652179],[0.5687759518623352]
JIX,[-0.9148685728348462],[-0.944446325302124]
JIY,[0.1793729008033076],[0.12298207730054855]
JIZ,[-0.961378377305627],[-1.0924636125564575]
JXI,[0.028252278584538937],[-0.20720162987709045]
JYI,[0.9532922726476154],[0.9925371408462524]
JZI,[-0.4195063861588373],[-0.5653130412101746]
JXX,[0.9484396940028381],[0.790813684463501]
JXY,[0.2720623438569263],[0.1518414169549942]
JXZ,[0.7679741736944607],[0.6392338871955872]
JYX,[-0.9606587459739078],[-1.0056997537612915]
JYY,[0.4712879831394312],[0.24310646951198578]
JYZ,[0.03340840209097817],[0.08446884155273438]
JZX,[0.2086912300114061],[0.2716423571109772]
JZY,[-0.24404081108889275],[-0.20506241917610168]
JZZ,[0.953946770859208],[0.731340229511261]
