,treino,previsto
gamma1,[0.6356198271421528],[0.6357190012931824]
gamma2,[0.3012944565249175],[0.30151504278182983]
gamma3,[0.30925941853405303],[0.3092106878757477]
gamma4,[0.49610056652766343],[0.49588504433631897]
JXX,[0.8176570464277362],[0.8173373341560364]
JXY,[-0.626974881004831],[-0.6269142031669617]
JXZ,[0.30345421888232527],[0.30398231744766235]
JYX,[0.23423455571393448],[0.23360078036785126]
JYY,[0.00678767742209474],[0.006860067602247]
JYZ,[0.9323959303949194],[0.9319494366645813]
JZX,[0.05653244973667082],[0.05636743828654289]
JZY,[-0.10949180599742303],[-0.1092388704419136]
JZZ,[0.8871223132747139],[0.8871711492538452]
JIX,[0.1406568462737463],[0.14020922780036926]
JIY,[0.2644659911575571],[0.2645622491836548]
JIZ,[0.634007719766547],[0.6338840126991272]
JXI,[-0.44541829110731035],[-0.4451943337917328]
JYI,[0.30371993601715563],[0.30360034108161926]
JZI,[0.7816219111185623],[0.7818199396133423]
