,treino,previsto
gamma1,[0.752661321489852],[0.7522494196891785]
gamma2,[0.08640318215808296],[0.08633381873369217]
gamma3,[0.06123324013652631],[0.06125977262854576]
gamma4,[0.2552168722437148],[0.2550988793373108]
JIX,[0.057870765880824626],[0.0575360469520092]
JIY,[0.1714937094997233],[0.17126867175102234]
JIZ,[0.6866524104671512],[0.6859776377677917]
JXI,[0.7972892825291862],[0.7970060110092163]
JYI,[0.7643730549373535],[0.7639301419258118]
JZI,[-0.27060839601498476],[-0.27020448446273804]
JXX,[0.897680879601374],[0.897158682346344]
JXY,[-0.15185093946021722],[-0.1517190933227539]
JXZ,[-0.3876324692199542],[-0.3877543807029724]
JYX,[-0.810934207081069],[-0.8106964826583862]
JYY,[0.02335624132357239],[0.02315843664109707]
JYZ,[-0.6903533027098527],[-0.6898077130317688]
JZX,[-0.45154086728282516],[-0.45138755440711975]
JZY,[0.22117069365781794],[0.22094714641571045]
JZZ,[0.5527549260102405],[0.5523104667663574]
