,treino,previsto
gamma1,[0.22860972534891622],[0.2266383022069931]
gamma2,[0.8578370973942192],[0.8529878854751587]
gamma3,[0.8745326053736207],[0.8690277934074402]
gamma4,[0.7976159923774808],[0.7913050055503845]
JXX,[0.7589825362693423],[0.7551748156547546]
JXY,[0.3627013288028291],[0.3619735538959503]
JXZ,[0.7146847649630497],[0.710137665271759]
JYX,[0.9996324683322388],[0.9939150810241699]
JYY,[-0.5205696356724228],[-0.5160822868347168]
JYZ,[-0.3238444854866003],[-0.3235034942626953]
JZX,[0.41638866597025537],[0.41420236229896545]
JZY,[-0.4388366283137255],[-0.43641430139541626]
JZZ,[-0.4733714857050786],[-0.46575993299484253]
JIX,[0.9304842831042459],[0.9272845387458801]
JIY,[-0.9766906124157178],[-0.9670311808586121]
JIZ,[0.4719832395937509],[0.4602813720703125]
JXI,[-0.6839745504705037],[-0.6742615699768066]
JYI,[0.9726789033256467],[0.969563901424408]
JZI,[-0.9662386915840475],[-0.9528014659881592]
