,treino,previsto
gamma1,[0.4494007558523254],[0.44895365834236145]
gamma2,[0.20865257233244294],[0.20980583131313324]
gamma3,[0.316903983245593],[0.31555572152137756]
gamma4,[0.9086358448961127],[0.9051811099052429]
JXX,[0.8098913893329576],[0.8077959418296814]
JXY,[0.7442607481394212],[0.7421948909759521]
JXZ,[0.14588133849844365],[0.14431799948215485]
JYX,[-0.6612438257488602],[-0.6596722602844238]
JYY,[-0.17695387591808664],[-0.17762677371501923]
JYZ,[0.9876760255546593],[0.985519289970398]
JZX,[-0.7935044001776401],[-0.7911912202835083]
JZY,[-0.36172170230142053],[-0.36030444502830505]
JZZ,[0.9000782159070004],[0.8994030952453613]
JIX,[0.8112793523490414],[0.8078885674476624]
JIY,[0.3725083140534051],[0.3702656030654907]
JIZ,[0.5330185127252884],[0.53420090675354]
JXI,[0.8092324756265472],[0.8094679713249207]
JYI,[-0.4803451050220462],[-0.47997817397117615]
JZI,[0.2714517392119784],[0.27038729190826416]
