,treino,previsto
gamma1,[0.5628688113018914],[0.5163525342941284]
gamma2,[0.1447411064167936],[0.12146687507629395]
gamma3,[0.6212680126015702],[0.5949929356575012]
gamma4,[0.9354403775856178],[0.8847787380218506]
JIX,[-0.45701777348010886],[-0.42623281478881836]
JIY,[0.08381318894888312],[0.1362205445766449]
JIZ,[0.41626068745402045],[0.5962768197059631]
JXI,[0.917191422295486],[0.7704436182975769]
JYI,[-0.2618426626154975],[-0.15167005360126495]
JZI,[0.06558319034107951],[0.09560035169124603]
JXX,[-0.2505554106105863],[-0.23578396439552307]
JXY,[0.1001806372651497],[0.08556593209505081]
JXZ,[0.6830199055618982],[0.5224276185035706]
JYX,[0.9856124726433224],[0.9939606785774231]
JYY,[0.8570814910534756],[0.6925544142723083]
JYZ,[0.8766170981231314],[0.8935068845748901]
JZX,[-0.891220563811497],[-0.8507301211357117]
JZY,[-0.5173986975921827],[-0.4176003336906433]
JZZ,[0.8920340765929551],[0.8581175804138184]
