,treino,previsto
gamma1,[0.7212885992572478],[0.7273359894752502]
gamma2,[0.08366591038506865],[0.09512130171060562]
gamma3,[0.679464779137179],[0.6009302735328674]
gamma4,[0.005343265292397037],[0.010439465753734112]
JIX,[-0.047683475541308695],[-0.06211017817258835]
JIY,[0.2604381086377703],[0.2213743031024933]
JIZ,[-0.19207806086305412],[-0.029148099943995476]
JXI,[0.8400480253526539],[0.8655812740325928]
JYI,[-0.9662967591954601],[-0.8631169199943542]
JZI,[0.9752211014725047],[0.9982592463493347]
JXX,[0.40822888780668243],[0.3861272931098938]
JXY,[0.6079899762951007],[0.655427098274231]
JXZ,[0.6062115991790376],[0.6543314456939697]
JYX,[-0.5972657695612691],[-0.6148744225502014]
JYY,[0.6388346370785187],[0.6195058822631836]
JYZ,[0.30593781135973064],[0.35881882905960083]
JZX,[-0.7051380860833518],[-0.730889081954956]
JZY,[0.7226628276219034],[0.7119417786598206]
JZZ,[-0.11992738845557072],[-0.09470177441835403]
