,treino,previsto
gamma1,[0.8924724586388075],[0.8923172354698181]
gamma2,[0.0695843380774609],[0.06954536586999893]
gamma3,[0.6741693556379136],[0.6739659309387207]
gamma4,[0.25039996909212603],[0.25041288137435913]
JXX,[0.08661423184359096],[0.08646224439144135]
JXY,[-0.34445619760718293],[-0.344373881816864]
JXZ,[0.41979916256951233],[0.4198456406593323]
JYX,[-0.7551256135755018],[-0.7552151679992676]
JYY,[-0.2726347444165209],[-0.2725713849067688]
JYZ,[-0.4477936419037267],[-0.4477090835571289]
JZX,[0.5097123695839638],[0.509718120098114]
JZY,[0.6724889948478261],[0.6724294424057007]
JZZ,[0.027949878810316964],[0.027910510078072548]
JIX,[-0.7080903986407061],[-0.7081177830696106]
JIY,[-0.6216493565570518],[-0.6215159296989441]
JIZ,[0.6782149346653983],[0.6781484484672546]
JXI,[0.08109353634994831],[0.08112003654241562]
JYI,[-0.43827709921987545],[-0.438062459230423]
JZI,[-0.3291341864361108],[-0.32906433939933777]
