,treino,previsto
gamma1,[0.22860972534891622],[0.2285287082195282]
gamma2,[0.8578370973942192],[0.85743647813797]
gamma3,[0.8745326053736207],[0.8740812540054321]
gamma4,[0.7976159923774808],[0.7970654368400574]
JIX,[0.9304842831042459],[0.9297322630882263]
JIY,[-0.9766906124157178],[-0.9764744639396667]
JIZ,[0.4719832395937509],[0.47241857647895813]
JXI,[-0.6839745504705037],[-0.6831178665161133]
JYI,[0.9726789033256467],[0.972808301448822]
JZI,[-0.9662386915840475],[-0.9653778672218323]
JXX,[0.7589825362693423],[0.7584739327430725]
JXY,[0.3627013288028291],[0.3622172176837921]
JXZ,[0.7146847649630497],[0.7150157690048218]
JYX,[0.9996324683322388],[0.9990531206130981]
JYY,[-0.5205696356724228],[-0.5203624367713928]
JYZ,[-0.3238444854866003],[-0.32385605573654175]
JZX,[0.41638866597025537],[0.4160432517528534]
JZY,[-0.4388366283137255],[-0.4388701617717743]
JZZ,[-0.4733714857050786],[-0.472553551197052]
