,treino,previsto
gamma1,[0.5139289405222758],[0.4877742528915405]
gamma2,[0.2979079699160261],[0.30586665868759155]
gamma3,[0.5798623379994603],[0.5569310188293457]
gamma4,[0.9610460637489058],[0.9558040499687195]
JIX,[0.011880827540495353],[-0.048034898936748505]
JIY,[-0.09343057367074792],[-0.04564143344759941]
JIZ,[0.11594165163533754],[0.19055478274822235]
JXI,[-0.23155824126417013],[-0.23882856965065002]
JYI,[0.6690422746144482],[0.6729933023452759]
JZI,[-0.6811824865810532],[-0.5806286931037903]
JXX,[-0.0993246484870236],[-0.07927177846431732]
JXY,[0.5258626616390383],[0.5760599374771118]
JXZ,[0.21218691768397302],[0.22487057745456696]
JYX,[0.8117454546265361],[0.7300893068313599]
JYY,[-0.4226432633318953],[-0.41837942600250244]
JYZ,[-0.2842197832227855],[-0.24244503676891327]
JZX,[-0.3905193107940479],[-0.41288360953330994]
JZY,[-0.7355236768235658],[-0.6794426441192627]
JZZ,[-0.8493298111601335],[-0.7541367411613464]
