,treino,previsto
gamma1,[0.9815468966212771],[0.9804948568344116]
gamma2,[0.3455478009306905],[0.36701133847236633]
gamma3,[0.8061012059125073],[0.8069734573364258]
gamma4,[0.8892640936621313],[0.7591477036476135]
JIX,[-0.3425989589338041],[-0.4585123360157013]
JIY,[0.966427833152556],[0.9071657061576843]
JIZ,[0.918495070954692],[0.46794888377189636]
JXI,[0.8366488800851453],[1.0985026359558105]
JYI,[0.5798112643432451],[0.5804741382598877]
JZI,[0.7501332473545428],[0.5400210022926331]
JXX,[-0.9991944506389123],[-1.0358494520187378]
JXY,[0.253978106028669],[0.43616026639938354]
JXZ,[-0.5047147084859811],[-0.2552787959575653]
JYX,[0.4608889170341932],[0.35520052909851074]
JYY,[-0.13522108846137315],[-0.15996412932872772]
JYZ,[0.12017633420358953],[0.26085591316223145]
JZX,[0.08555013057215533],[-0.1610046923160553]
JZY,[0.1523239673353709],[0.028692005202174187]
JZZ,[0.6546823157371506],[0.39109113812446594]
