,treino,previsto
gamma1,[0.7680181487450805],[0.7940401434898376]
gamma2,[0.20386952877685705],[0.21144232153892517]
gamma3,[0.17846076295399127],[0.15443135797977448]
gamma4,[0.18859491417448548],[0.17689259350299835]
JIX,[-0.7086614897917394],[-0.6546334028244019]
JIY,[-0.0901459909719573],[-0.01275281235575676]
JIZ,[0.5415676113180443],[0.5685451030731201]
JXI,[0.4110264538680559],[0.3753093183040619]
JYI,[0.4639179460665115],[0.5166460275650024]
JZI,[-0.1329711302091925],[-0.22971737384796143]
JXX,[0.6000409142668555],[0.6519476175308228]
JXY,[0.0658028292851427],[0.08654891699552536]
JXZ,[-0.8396925816429961],[-0.9031457901000977]
JYX,[-0.08810823763286568],[-0.1051456406712532]
JYY,[-0.9042249670801166],[-0.8866385221481323]
JYZ,[0.865924800150101],[0.8689830899238586]
JZX,[0.8941560120058878],[0.9291296005249023]
JZY,[-0.3292984481199799],[-0.26603594422340393]
JZZ,[-0.38118814171993165],[-0.38211917877197266]
