,treino,previsto
gamma1,[0.4335270462955384],[0.4207409620285034]
gamma2,[0.8554088477491049],[0.8576819896697998]
gamma3,[0.9372801278909322],[0.9149590730667114]
gamma4,[0.5687076940748169],[0.5095672607421875]
JIX,[-0.4403690528540243],[-0.4051290452480316]
JIY,[0.0042808872494692896],[0.029723772779107094]
JIZ,[0.12829563294553736],[0.17093701660633087]
JXI,[-0.07807628366854513],[0.0013143824180588126]
JYI,[0.1734731208329543],[0.20087508857250214]
JZI,[-0.02553243332706523],[-0.07469312101602554]
JXX,[0.03579855711022262],[0.07789108902215958]
JXY,[-0.5955356590317753],[-0.5761280059814453]
JXZ,[-0.7792109396740667],[-0.7088751792907715]
JYX,[-0.4897951571405561],[-0.45600759983062744]
JYY,[0.559631598803906],[0.5313994884490967]
JYZ,[-0.9491812971888518],[-0.9510905742645264]
JZX,[-0.2956259316551795],[-0.27165693044662476]
JZY,[-0.15528266879590258],[-0.14050701260566711]
JZZ,[0.10612110780233319],[0.01769782416522503]
