,treino,previsto
gamma1,[0.041785415602753395],[0.045594412833452225]
gamma2,[0.7335413506775065],[0.7471354603767395]
gamma3,[0.1060683270342535],[0.11550117284059525]
gamma4,[0.3424554918369298],[0.3314961791038513]
JIX,[0.4833378712291465],[0.5188333988189697]
JIY,[0.881607766294431],[0.9414007663726807]
JIZ,[0.49480679370832537],[0.43429049849510193]
JXI,[0.8162851259228743],[0.7817004919052124]
JYI,[-0.7780454366399887],[-0.7812197804450989]
JZI,[0.15954636399993594],[0.17890691757202148]
JXX,[-0.1362653751785774],[-0.14431098103523254]
JXY,[-0.4690148425097873],[-0.47907325625419617]
JXZ,[0.7208183359380034],[0.750705361366272]
JYX,[-0.34119700732639613],[-0.35324743390083313]
JYY,[0.9473411821310671],[0.9564967155456543]
JYZ,[-0.2774932061648101],[-0.2482835352420807]
JZX,[0.10724944842999884],[0.12806719541549683]
JZY,[0.5484521505152973],[0.48441192507743835]
JZZ,[0.5634961891752752],[0.5833688378334045]
