,treino,previsto
gamma1,[0.37397978322450376],[0.3740498721599579]
gamma2,[0.3881118510774686],[0.3879837989807129]
gamma3,[0.6823688165291463],[0.6824693083763123]
gamma4,[0.15227653430017296],[0.1522291600704193]
JXX,[-0.23386483593564344],[-0.23357464373111725]
JXY,[0.3686172768546372],[0.36857685446739197]
JXZ,[0.07725826039666361],[0.07679794728755951]
JYX,[0.87675371205687],[0.8765730857849121]
JYY,[-0.021450084455786333],[-0.021140756085515022]
JYZ,[-0.15672141727468958],[-0.1567327082157135]
JZX,[0.22643212360750375],[0.22592873871326447]
JZY,[-0.5666153759864867],[-0.566130518913269]
JZZ,[0.8039986310648337],[0.8042119741439819]
JIX,[-0.19204385011266734],[-0.19288977980613708]
JIY,[-0.5998491108501092],[-0.5992685556411743]
JIZ,[-0.6423953588267755],[-0.6420831084251404]
JXI,[-0.5031373629980624],[-0.5035481452941895]
JYI,[0.5197548730161559],[0.520189106464386]
JZI,[-0.4976979832495598],[-0.4965866506099701]
