,treino,previsto
gamma1,[0.11559376141555855],[0.10728536546230316]
gamma2,[0.5168944758821384],[0.5471166372299194]
gamma3,[0.9581608361848446],[0.9404061436653137]
gamma4,[0.7391495693118509],[0.7203688621520996]
JIX,[0.42468597565383703],[0.4736204147338867]
JIY,[0.6795994726237466],[0.6734099388122559]
JIZ,[-0.6348162260909651],[-0.597848117351532]
JXI,[0.9965652550359014],[0.9375616908073425]
JYI,[-0.6118090425525051],[-0.6476508378982544]
JZI,[0.34177346053199664],[0.4188821017742157]
JXX,[-0.8164267732816153],[-0.8205512762069702]
JXY,[0.5154739618114095],[0.499606728553772]
JXZ,[-0.6973994850161125],[-0.7441204786300659]
JYX,[0.41312937860744503],[0.38973844051361084]
JYY,[0.44889865699678344],[0.40826478600502014]
JYZ,[0.5318855645166582],[0.42308494448661804]
JZX,[-0.11724448997139492],[-0.07490292191505432]
JZY,[0.7315447884951349],[0.7170237302780151]
JZZ,[0.9758178984400172],[1.067720651626587]
