,treino,previsto
gamma1,[0.9815468966212771],[0.9810939431190491]
gamma2,[0.3455478009306905],[0.3456030488014221]
gamma3,[0.8061012059125073],[0.8047914505004883]
gamma4,[0.8892640936621313],[0.8875349760055542]
JXX,[-0.9991944506389123],[-1.0028077363967896]
JXY,[0.253978106028669],[0.2481960654258728]
JXZ,[-0.5047147084859811],[-0.5060040354728699]
JYX,[0.4608889170341932],[0.4571292996406555]
JYY,[-0.13522108846137315],[-0.12991543114185333]
JYZ,[0.12017633420358953],[0.125823512673378]
JZX,[0.08555013057215533],[0.06934898346662521]
JZY,[0.1523239673353709],[0.14647048711776733]
JZZ,[0.6546823157371506],[0.6276146173477173]
JIX,[-0.3425989589338041],[-0.3573378324508667]
JIY,[0.966427833152556],[0.9577652812004089]
JIZ,[0.918495070954692],[0.8902789354324341]
JXI,[0.8366488800851453],[0.8319975137710571]
JYI,[0.5798112643432451],[0.5841559767723083]
JZI,[0.7501332473545428],[0.7193683385848999]
