,treino,previsto
gamma1,[0.77529863915214],[0.787462055683136]
gamma2,[0.34274672680843743],[0.3343536853790283]
gamma3,[0.5901025879832493],[0.563899576663971]
gamma4,[0.1603307626513215],[0.15649749338626862]
JIX,[0.8559831317553486],[0.7909990549087524]
JIY,[-0.6539462199039121],[-0.6931420564651489]
JIZ,[0.9412578465756445],[0.8301019072532654]
JXI,[-0.5237824485830533],[-0.4988422691822052]
JYI,[-0.07049588397328099],[-0.11236051470041275]
JZI,[0.7955231915539118],[0.7467882037162781]
JXX,[-0.28845257802171864],[-0.22979967296123505]
JXY,[0.016102540300439783],[0.03159831091761589]
JXZ,[-0.676948428038167],[-0.7051505446434021]
JYX,[0.922305841157107],[0.840088963508606]
JYY,[0.9705653285538425],[1.0392544269561768]
JYZ,[-0.6566170474147057],[-0.5881503224372864]
JZX,[-0.7544846679233637],[-0.7642290592193604]
JZY,[-0.05489607943462049],[-0.057948675006628036]
JZZ,[0.03745363680889113],[-0.041501808911561966]
