,treino,previsto
gamma1,[0.49653521716587157],[0.5504269003868103]
gamma2,[0.8612924863730758],[0.8738569617271423]
gamma3,[0.3477168575425721],[0.32998713850975037]
gamma4,[0.6615424192381595],[0.6253522038459778]
JIX,[-0.09830973170998192],[-0.2157575637102127]
JIY,[-0.12676086344783122],[-0.24444258213043213]
JIZ,[-0.91673110829594],[-1.0250940322875977]
JXI,[0.5352545159169328],[0.5928710699081421]
JYI,[0.34691071289664666],[0.4783899486064911]
JZI,[0.341715081425054],[0.11504671722650528]
JXX,[-0.05466902390511197],[-0.33369457721710205]
JXY,[0.3454622280497679],[0.22386592626571655]
JXZ,[0.7649625069950898],[0.9291984438896179]
JYX,[0.38404488297670647],[0.5865134596824646]
JYY,[-0.3087151482695474],[-0.6397590041160583]
JYZ,[0.7946470632001239],[0.8713135719299316]
JZX,[-0.366011218325637],[-0.6671790480613708]
JZY,[-0.8324319756419407],[-0.9861560463905334]
JZZ,[-0.4976318139645448],[-0.6176636815071106]
