,treino,previsto
gamma1,[0.12640920672312728],[0.17366181313991547]
gamma2,[0.009410839419584538],[-0.004338807426393032]
gamma3,[0.7306841520443098],[0.7318244576454163]
gamma4,[0.8428419545513766],[0.8058550953865051]
JIX,[-0.8451564322933918],[-0.9388465285301208]
JIY,[-0.5727664210700234],[-0.4952496588230133]
JIZ,[-0.39374332579442917],[0.028223920613527298]
JXI,[0.8004273658662282],[0.46930673718452454]
JYI,[-0.00749501549718401],[-0.19057880342006683]
JZI,[0.4404811417840462],[0.3469688892364502]
JXX,[-0.7995292644989436],[-0.7136887311935425]
JXY,[0.01785411432893702],[-0.1275346428155899]
JXZ,[0.686145857826806],[0.24258357286453247]
JYX,[0.04559862152587302],[0.18802574276924133]
JYY,[0.8894015102484911],[0.8801754713058472]
JYZ,[0.7636002670045339],[0.5220189094543457]
JZX,[-0.25807865558248366],[-0.31872183084487915]
JZY,[-0.9985078045366769],[-0.716129720211029]
JZZ,[0.5105343726506062],[0.40260830521583557]
