,treino,previsto
gamma1,[0.6486196600598926],[0.648678719997406]
gamma2,[0.3600039055970481],[0.36004629731178284]
gamma3,[0.7436517163788576],[0.7436590790748596]
gamma4,[0.3870233101693551],[0.38702917098999023]
JIX,[0.5203229566195489],[0.5204185247421265]
JIY,[0.027633204606499318],[0.027677925303578377]
JIZ,[0.9942043682387769],[0.9945540428161621]
JXI,[0.07844212328817135],[0.07803498953580856]
JYI,[0.8711112121391873],[0.8712010979652405]
JZI,[-0.7433546640431199],[-0.7432217597961426]
JXX,[-0.012052371670506545],[-0.01219131238758564]
JXY,[-0.7209990500522725],[-0.721080482006073]
JXZ,[-0.974270856363531],[-0.9744822978973389]
JYX,[-0.8303830380614758],[-0.8303744792938232]
JYY,[-0.4467194556101548],[-0.44661590456962585]
JYZ,[-0.6123969250196721],[-0.6120932698249817]
JZX,[0.1360202390272387],[0.13613681495189667]
JZY,[0.058337161073580335],[0.05821167677640915]
JZZ,[-0.6104254479830256],[-0.610280454158783]
