,treino,previsto
gamma1,[0.9274756314280604],[0.9189261794090271]
gamma2,[0.8289200487784194],[0.8190760612487793]
gamma3,[0.8066523467023234],[0.7985145449638367]
gamma4,[0.8004478385429662],[0.7768418192863464]
JXX,[0.8359100861754378],[0.8189597725868225]
JXY,[0.600904702991617],[0.5896977186203003]
JXZ,[0.5303252050108769],[0.5171374082565308]
JYX,[-0.5561436486193647],[-0.5519700050354004]
JYY,[0.07336001634962708],[0.07104820758104324]
JYZ,[-0.44663471311709957],[-0.4423372447490692]
JZX,[-0.6546709414292622],[-0.6473851799964905]
JZY,[-0.7876334151369397],[-0.7681692838668823]
JZZ,[-0.571199134842167],[-0.5402554273605347]
JIX,[-0.527903820525131],[-0.5248493552207947]
JIY,[-0.7936679315385684],[-0.773218035697937]
JIZ,[-0.20788351477863798],[-0.18999351561069489]
JXI,[-0.6900554583951795],[-0.6948534250259399]
JYI,[-0.8669698086408202],[-0.8513357639312744]
JZI,[-0.19681797102985032],[-0.1580127477645874]
