,treino,previsto
gamma1,[0.15061642402352393],[0.12775041162967682]
gamma2,[0.6348606582851885],[0.5270750522613525]
gamma3,[0.8680453071432968],[0.7186680436134338]
gamma4,[0.5231812103833013],[0.4314331114292145]
JXX,[-0.9736640168902517],[-0.8332500457763672]
JXY,[0.67493816419292],[0.597945511341095]
JXZ,[-0.4812919713439847],[-0.43366026878356934]
JYX,[-0.5313380779066073],[-0.41853609681129456]
JYY,[0.9912896710209256],[0.7792396545410156]
JYZ,[-0.05947298495510411],[-0.11741585284471512]
JZX,[0.6729229025487775],[0.5313491821289062]
JZY,[-0.0472935826013301],[-0.03277116268873215]
JZZ,[0.2781362810883239],[0.10683955997228622]
JIX,[-0.5240707458162173],[-0.4384637176990509]
JIY,[0.08845845059190371],[0.10051542520523071]
JIZ,[-0.2600896669038415],[-0.2144586592912674]
JXI,[0.20784007719238895],[0.1618061363697052]
JYI,[0.25144060821610803],[0.24909812211990356]
JZI,[-0.8689422815203738],[-0.5997064709663391]
