,treino,previsto
gamma1,[0.6556656514896784],[0.6266122460365295]
gamma2,[0.7707825372818101],[0.7708902359008789]
gamma3,[0.6486473098880531],[0.6201515197753906]
gamma4,[0.7519567103881644],[0.6544709801673889]
JIX,[0.8246867187194984],[0.4380175769329071]
JIY,[-0.011300505399674421],[-0.06607596576213837]
JIZ,[0.13160290901296068],[-0.12601865828037262]
JXI,[-0.2934101986418025],[-0.17981477081775665]
JYI,[-0.7727670059828655],[-0.826585054397583]
JZI,[-0.28923988122014976],[-0.7359620332717896]
JXX,[-0.654314601549209],[-0.5488945245742798]
JXY,[-0.7562164546869965],[-0.8671589493751526]
JXZ,[-0.6778506698956863],[-0.6451755166053772]
JYX,[-0.9340598937863975],[-0.7706901431083679]
JYY,[0.10681764632445323],[-0.1998460441827774]
JYZ,[-0.7618314373676482],[-0.7749319672584534]
JZX,[0.24341659002924376],[0.04608072340488434]
JZY,[-0.26427903177630796],[-0.44690826535224915]
JZZ,[0.8135483283424336],[0.8463447690010071]
