,treino,previsto
gamma1,[0.77529863915214],[0.775087833404541]
gamma2,[0.34274672680843743],[0.34270644187927246]
gamma3,[0.5901025879832493],[0.5900071859359741]
gamma4,[0.1603307626513215],[0.16030001640319824]
JIX,[0.8559831317553486],[0.8559210896492004]
JIY,[-0.6539462199039121],[-0.6534256935119629]
JIZ,[0.9412578465756445],[0.9407011270523071]
JXI,[-0.5237824485830533],[-0.5233769416809082]
JYI,[-0.07049588397328099],[-0.07021806389093399]
JZI,[0.7955231915539118],[0.7950537800788879]
JXX,[-0.28845257802171864],[-0.2882538139820099]
JXY,[0.016102540300439783],[0.015799053013324738]
JXZ,[-0.676948428038167],[-0.6766791343688965]
JYX,[0.922305841157107],[0.9220437407493591]
JYY,[0.9705653285538425],[0.9700307846069336]
JYZ,[-0.6566170474147057],[-0.6567683219909668]
JZX,[-0.7544846679233637],[-0.7542456388473511]
JZY,[-0.05489607943462049],[-0.054699111729860306]
JZZ,[0.03745363680889113],[0.03695322573184967]
