,treino,previsto
gamma1,[0.13948974986003737],[0.13270853459835052]
gamma2,[0.163836144803976],[0.1816999465227127]
gamma3,[0.46443579215550523],[0.4283076226711273]
gamma4,[0.8613332758638482],[0.852308988571167]
JIX,[-0.20502224603708497],[-0.1856473684310913]
JIY,[-0.6209768603323691],[-0.5860612988471985]
JIZ,[0.8048786399510626],[0.7444051504135132]
JXI,[0.25107473156469906],[0.31908077001571655]
JYI,[0.05334375453651985],[0.03273920342326164]
JZI,[0.3934534044238047],[0.4169654846191406]
JXX,[0.7049624374714418],[0.6398953795433044]
JXY,[0.37205632722347204],[0.3568721413612366]
JXZ,[-0.7289865579589982],[-0.6969994902610779]
JYX,[0.983481168032575],[0.9677838683128357]
JYY,[-0.7552620814992317],[-0.7422627806663513]
JYZ,[-0.7187700777991153],[-0.6936900615692139]
JZX,[-0.6533605986568296],[-0.6613374352455139]
JZY,[-0.17959942931413186],[-0.15941482782363892]
JZZ,[0.33965764099196205],[0.34673935174942017]
