,treino,previsto
gamma1,[0.5123190504571955],[0.49932000041007996]
gamma2,[0.7944608177634946],[0.5658164620399475]
gamma3,[0.6249799602888791],[0.10149886459112167]
gamma4,[0.8248125234140684],[-0.251295268535614]
JIX,[-0.24607539521922805],[-0.3979763388633728]
JIY,[0.8535770154526414],[0.5432350039482117]
JIZ,[0.6868934782644844],[-2.9566993713378906]
JXI,[-0.5719084600959132],[0.1770855188369751]
JYI,[0.7434162244908751],[1.584879994392395]
JZI,[0.2729234915013832],[1.2694357633590698]
JXX,[-0.9152157476835985],[0.40155866742134094]
JXY,[0.9059441202489178],[-0.04041266441345215]
JXZ,[-0.4886326635670657],[0.5009181499481201]
JYX,[-0.388198039461112],[-0.12430837750434875]
JYY,[-0.15183968698754158],[0.2980593144893646]
JYZ,[0.17702802805051898],[1.0174024105072021]
JZX,[-0.7512167010322528],[0.06891700625419617]
JZY,[0.37335460974244605],[-0.4936143457889557]
JZZ,[0.6644810467531526],[2.668210744857788]
