,treino,previsto
gamma1,[0.9009141618624731],[0.9008145928382874]
gamma2,[0.22983153776309395],[0.22980931401252747]
gamma3,[0.44584221367087673],[0.44586196541786194]
gamma4,[0.16676022890484743],[0.1667896807193756]
JXX,[-0.6216283712709287],[-0.6216220259666443]
JXY,[-0.3820884662461579],[-0.3819710314273834]
JXZ,[0.6372988369628543],[0.637021005153656]
JYX,[-0.8907656012382117],[-0.8905936479568481]
JYY,[-0.692922154771433],[-0.6929194927215576]
JYZ,[-0.397379389990171],[-0.3971939980983734]
JZX,[0.6231667131509544],[0.6232339143753052]
JZY,[-0.04911682328475431],[-0.04982113465666771]
JZZ,[0.25230496685491355],[0.2520926296710968]
JIX,[-0.007687660399174678],[-0.007843337953090668]
JIY,[0.7135280737268923],[0.7136083245277405]
JIZ,[-0.8226115535480942],[-0.8225370049476624]
JXI,[-0.24315592595339663],[-0.24317790567874908]
JYI,[-0.901677355883151],[-0.9014346599578857]
JZI,[0.29958585220893297],[0.2990643382072449]
