,treino,previsto
gamma1,[0.7698919366101026],[0.7695958614349365]
gamma2,[0.36651497477003436],[0.366447776556015]
gamma3,[0.4716822638085333],[0.47168320417404175]
gamma4,[0.3260282668383443],[0.32598692178726196]
JIX,[0.1623042650091293],[0.16220375895500183]
JIY,[-0.6104910089317266],[-0.6104934215545654]
JIZ,[0.9305022141222223],[0.9303752779960632]
JXI,[0.8479528033535886],[0.8478233218193054]
JYI,[-0.06572264360605207],[-0.06542767584323883]
JZI,[0.3269412890601211],[0.32666850090026855]
JXX,[-0.5709540605240639],[-0.5708009004592896]
JXY,[-0.5566075009475187],[-0.5564360618591309]
JXZ,[-0.4229551332374877],[-0.4229868948459625]
JYX,[0.384845491990635],[0.3847113847732544]
JYY,[-0.5752464632833378],[-0.5753028392791748]
JYZ,[0.9422119027075473],[0.9418827295303345]
JZX,[-0.8592890313976715],[-0.8592597246170044]
JZY,[-0.6134267425378179],[-0.6131607890129089]
JZZ,[-0.8222728603301683],[-0.8221140503883362]
