,treino,previsto
gamma1,[0.42217723868822266],[0.45596516132354736]
gamma2,[0.752277576156766],[0.8322232365608215]
gamma3,[0.8673128365846117],[0.8868136405944824]
gamma4,[0.5133662267065129],[0.48954614996910095]
JIX,[-0.5802975109269655],[-0.551444947719574]
JIY,[-0.2292041774699194],[-0.26331770420074463]
JIZ,[-0.6098793712177752],[-0.6377050876617432]
JXI,[-0.208798665868833],[-0.28989559412002563]
JYI,[0.12536156185456337],[0.044752705842256546]
JZI,[0.29162154792135575],[0.41377735137939453]
JXX,[-0.49062788968221094],[-0.5803419351577759]
JXY,[-0.28781508340846984],[-0.22672975063323975]
JXZ,[-0.6434039479658533],[-0.6602259874343872]
JYX,[0.6293799732194609],[0.5601715445518494]
JYY,[-0.4119906324923841],[-0.4680898189544678]
JYZ,[0.7655460513744845],[0.8133176565170288]
JZX,[-0.852570647504473],[-0.8866906762123108]
JZY,[-0.9827666564589634],[-1.010172724723816]
JZZ,[-0.152297208490475],[-0.23622210323810577]
