,treino,previsto
gamma1,[0.9274756314280604],[0.9272984862327576]
gamma2,[0.8289200487784194],[0.828447163105011]
gamma3,[0.8066523467023234],[0.8061879873275757]
gamma4,[0.8004478385429662],[0.8005928993225098]
JXX,[-0.527903820525131],[0.835111141204834]
JXY,[-0.7936679315385684],[0.599821150302887]
JXZ,[-0.20788351477863798],[0.5301671028137207]
JYX,[-0.6900554583951795],[-0.5551049709320068]
JYY,[-0.8669698086408202],[0.07345088571310043]
JYZ,[-0.19681797102985032],[-0.4466010630130768]
JZX,[0.8359100861754378],[-0.6541377902030945]
JZY,[0.600904702991617],[-0.7865204811096191]
JZZ,[0.5303252050108769],[-0.571208119392395]
JIX,[-0.5561436486193647],[-0.5269074440002441]
JIY,[0.07336001634962708],[-0.7925178408622742]
JIZ,[-0.44663471311709957],[-0.20710547268390656]
JXI,[-0.6900554583951795],[-0.689632773399353]
JYI,[-0.8669698086408202],[-0.866867184638977]
JZI,[-0.19681797102985032],[-0.19716885685920715]
