,treino,previsto
gamma1,[0.11290250837191795],[0.11288893967866898]
gamma2,[0.5283496285730391],[0.5282968878746033]
gamma3,[0.8586548576898659],[0.8585759997367859]
gamma4,[0.7976692295510386],[0.7975440621376038]
JIX,[-0.170512001382642],[-0.17038588225841522]
JIY,[-0.424599654760373],[-0.4246092140674591]
JIZ,[0.6894246819607532],[0.6892143487930298]
JXI,[-0.11245795401256231],[-0.11236882209777832]
JYI,[0.05745311741676429],[0.05726996064186096]
JZI,[0.10251839349884273],[0.10250560939311981]
JXX,[-0.3221938636021444],[-0.32214388251304626]
JXY,[0.2789912288854657],[0.2789834141731262]
JXZ,[0.8000753853551041],[0.8001216053962708]
JYX,[-0.8560194986251837],[-0.8558801412582397]
JYY,[0.12183085780051806],[0.12182002514600754]
JYZ,[-0.4719160020823525],[-0.4720797538757324]
JZX,[0.31134434749686246],[0.3113424777984619]
JZY,[0.24676066182700374],[0.24678221344947815]
JZZ,[-0.9085213503711735],[-0.9084609746932983]
