,treino,previsto
gamma1,[0.37397978322450376],[0.37408190965652466]
gamma2,[0.3881118510774686],[0.3881434202194214]
gamma3,[0.6823688165291463],[0.6824195384979248]
gamma4,[0.15227653430017296],[0.15229347348213196]
JIX,[-0.19204385011266734],[-0.1927184760570526]
JIY,[-0.5998491108501092],[-0.5994001626968384]
JIZ,[-0.6423953588267755],[-0.6420552134513855]
JXI,[-0.5031373629980624],[-0.5036723017692566]
JYI,[0.5197548730161559],[0.5200522541999817]
JZI,[-0.4976979832495598],[-0.49679914116859436]
JXX,[-0.23386483593564344],[-0.23350423574447632]
JXY,[0.3686172768546372],[0.3684035837650299]
JXZ,[0.07725826039666361],[0.07691656798124313]
JYX,[0.87675371205687],[0.8765103816986084]
JYY,[-0.021450084455786333],[-0.02133326418697834]
JYZ,[-0.15672141727468958],[-0.15669652819633484]
JZX,[0.22643212360750375],[0.22580695152282715]
JZY,[-0.5666153759864867],[-0.5663299560546875]
JZZ,[0.8039986310648337],[0.804153323173523]
