,treino,previsto
gamma1,[0.7911525137028831],[0.7939910292625427]
gamma2,[0.007468944436742619],[0.005486008711159229]
gamma3,[0.3833047283684954],[0.3697870671749115]
gamma4,[0.30461586515781447],[0.3077816069126129]
JIX,[-0.2872035864745557],[-0.3004126250743866]
JIY,[0.6623205548983861],[0.6800656914710999]
JIZ,[-0.2952427056704183],[-0.3041505515575409]
JXI,[-0.8825503740913454],[-0.8755385279655457]
JYI,[-0.05333894071130718],[-0.04961521551012993]
JZI,[0.4563627662832759],[0.4360792934894562]
JXX,[0.35697982544055074],[0.391509473323822]
JXY,[-0.8706931801415108],[-0.8849791288375854]
JXZ,[-0.0059663070718503075],[-0.010485357604920864]
JYX,[-0.6081501633286799],[-0.5826943516731262]
JYY,[-0.930926402572763],[-0.9030603766441345]
JYZ,[0.9592415959706198],[0.984150230884552]
JZX,[0.40975020468332324],[0.4342007339000702]
JZY,[-0.27806031697958034],[-0.31007370352745056]
JZZ,[0.5519991186261384],[0.5504971742630005]
