,treino,previsto
gamma1,[0.6556656514896784],[0.5949750542640686]
gamma2,[0.7707825372818101],[0.7087392210960388]
gamma3,[0.6486473098880531],[0.575910747051239]
gamma4,[0.7519567103881644],[0.5881021618843079]
JIX,[0.8246867187194984],[0.2864166796207428]
JIY,[-0.011300505399674421],[-0.06193706765770912]
JIZ,[0.13160290901296068],[-0.29718494415283203]
JXI,[-0.2934101986418025],[-0.11642856150865555]
JYI,[-0.7727670059828655],[-0.8551382422447205]
JZI,[-0.28923988122014976],[-1.096113681793213]
JXX,[-0.654314601549209],[-0.47841206192970276]
JXY,[-0.7562164546869965],[-0.8882594108581543]
JXZ,[-0.6778506698956863],[-0.6209060549736023]
JYX,[-0.9340598937863975],[-0.7032632231712341]
JYY,[0.10681764632445323],[-0.3979886472225189]
JYZ,[-0.7618314373676482],[-0.8887364864349365]
JZX,[0.24341659002924376],[0.016005029901862144]
JZY,[-0.26427903177630796],[-0.46338722109794617]
JZZ,[0.8135483283424336],[0.8853522539138794]
