,treino,previsto
gamma1,[0.5808813852633757],[0.5129114985466003]
gamma2,[0.7594878838401685],[0.7760223150253296]
gamma3,[0.2084530917276468],[0.17425771057605743]
gamma4,[0.062205782406492105],[0.06807399541139603]
JIX,[0.5830518719229318],[0.5639026165008545]
JIY,[-0.9379325277179429],[-0.8586533665657043]
JIZ,[0.6754839419077516],[0.5873998403549194]
JXI,[-0.3650404551155011],[-0.2055160403251648]
JYI,[-0.9759637002846477],[-0.968727707862854]
JZI,[-0.8606398745222861],[-1.0030725002288818]
JXX,[0.004466619199896327],[-0.008814115077257156]
JXY,[0.2631832108452503],[0.28559908270835876]
JXZ,[0.642755936407096],[0.6008630394935608]
JYX,[0.6342042740943745],[0.5116201639175415]
JYY,[-0.794756935787041],[-0.6312031745910645]
JYZ,[0.727560333989069],[0.7178167104721069]
JZX,[-0.8084007354409559],[-0.9293211102485657]
JZY,[0.6392892064009212],[0.6305783987045288]
JZZ,[-0.07912719249258626],[-0.08544621616601944]
