,treino,previsto
gamma1,[0.5901527546316861],[0.5897350311279297]
gamma2,[0.6068757160405743],[0.60675448179245]
gamma3,[0.9811690850890965],[0.9799870252609253]
gamma4,[0.7428108992904813],[0.7417593598365784]
JXX,[-0.3972357250361773],[-0.3976527154445648]
JXY,[0.6815276211230483],[0.6824429035186768]
JXZ,[-0.020560708179608644],[-0.019917847588658333]
JYX,[-0.8336387524805398],[-0.8341299295425415]
JYY,[0.6943414554288729],[0.6925740242004395]
JYZ,[-0.545152942348103],[-0.5447065234184265]
JZX,[0.5784393926365736],[0.5766746401786804]
JZY,[-0.8791840075310149],[-0.8779074549674988]
JZZ,[0.3181904168868892],[0.3174506425857544]
JIX,[-0.2588867178073859],[-0.258404403924942]
JIY,[0.9003708718663839],[0.8997185230255127]
JIZ,[-0.5999070717600636],[-0.5970510840415955]
JXI,[-0.4060517541652038],[-0.4054161012172699]
JYI,[-0.16375735637421673],[-0.16440178453922272]
JZI,[-0.5253895926232446],[-0.5259897112846375]
