,treino,previsto
gamma1,[0.6820517412886784],[0.6820077300071716]
gamma2,[0.1929848757640874],[0.19283336400985718]
gamma3,[0.5536151654982843],[0.5534482598304749]
gamma4,[0.8051240498489732],[0.8049139976501465]
JIX,[0.586680167523326],[0.5865688920021057]
JIY,[0.6439080846394536],[0.6438950300216675]
JIZ,[-0.029930744138109366],[-0.030194129794836044]
JXI,[-0.47675703411068415],[-0.4766113758087158]
JYI,[-0.999096570229858],[-0.9991304278373718]
JZI,[0.32563712576753523],[0.325587660074234]
JXX,[-0.05949148587110997],[-0.05943375453352928]
JXY,[0.5194612701957861],[0.5194426774978638]
JXZ,[-0.2536792558523169],[-0.25364649295806885]
JYX,[0.5402796718759804],[0.5402031540870667]
JYY,[-0.45460382865605853],[-0.45445990562438965]
JYZ,[0.6038309663252073],[0.6037855744361877]
JZX,[0.45964966524403206],[0.4597429931163788]
JZY,[-0.17198711766939323],[-0.17173902690410614]
JZZ,[0.07661043911055376],[0.07660721242427826]
