,treino,previsto
gamma1,[0.4038939304443483],[0.4009459316730499]
gamma2,[0.9838452116221412],[0.8716089129447937]
gamma3,[0.8525733211181529],[0.8059549331665039]
gamma4,[0.02834460540810857],[0.022997882217168808]
JIX,[-0.512964474581326],[-0.46121305227279663]
JIY,[0.004417979006311912],[0.014610709622502327]
JIZ,[-0.6761249714183881],[-0.655281662940979]
JXI,[0.6424444316865625],[0.4833364486694336]
JYI,[-0.5372009749323281],[-0.33351635932922363]
JZI,[0.10465728127714469],[0.416646808385849]
JXX,[0.8527148495207293],[0.7701691389083862]
JXY,[-0.20524249153897567],[-0.0851513147354126]
JXZ,[0.9357357839289453],[0.9392523765563965]
JYX,[0.46294383251575466],[0.28715968132019043]
JYY,[0.09623021667461118],[0.02611931413412094]
JYZ,[0.2578467628719523],[0.2582434117794037]
JZX,[0.17212874681714885],[0.1412982940673828]
JZY,[-0.27955778856918556],[-0.19457197189331055]
JZZ,[0.9934358936204937],[0.8338184356689453]
