,treino,previsto
gamma1,[0.8910014249020605],[0.7215498089790344]
gamma2,[0.7256231705114251],[0.5948631167411804]
gamma3,[0.6030415461917914],[0.5025040507316589]
gamma4,[0.12576437488319592],[0.13762669265270233]
JIX,[0.463062260800422],[0.26242971420288086]
JIY,[0.8281235810354926],[0.6709984540939331]
JIZ,[-0.9253401087353526],[-0.6284967064857483]
JXI,[-0.9912169497951127],[-0.9319191575050354]
JYI,[0.9869002798407656],[0.7895935773849487]
JZI,[-0.3629632766081221],[-0.7145029306411743]
JXX,[-0.6067349693132549],[-0.48377323150634766]
JXY,[-0.0025512448825091294],[-0.1949831247329712]
JXZ,[0.102887313876878],[0.2363293617963791]
JYX,[0.4785514826590247],[0.5056730508804321]
JYY,[0.2172048114281706],[0.05012892559170723]
JYZ,[0.08980451445275595],[0.2939029932022095]
JZX,[0.512200023491431],[0.37914735078811646]
JZY,[-0.4773501526471249],[-0.5792975425720215]
JZZ,[-0.06524146499333172],[0.250783771276474]
