,treino,previsto
gamma1,[0.9059729815293226],[0.905782163143158]
gamma2,[0.05882432741086607],[0.05888865515589714]
gamma3,[0.8188201278420804],[0.8190596699714661]
gamma4,[0.07460963363587747],[0.0745793804526329]
JXX,[-0.4519037210433372],[-0.4516536593437195]
JXY,[0.6206961044701675],[0.6208119988441467]
JXZ,[0.3811853060773691],[0.38070228695869446]
JYX,[0.2029140774554663],[0.202727809548378]
JYY,[0.11638009550669604],[0.11673514544963837]
JYZ,[0.322642171744002],[0.32277849316596985]
JZX,[-0.709394410579794],[-0.7091442942619324]
JZY,[-0.11989041615046037],[-0.11962126940488815]
JZZ,[-0.6754653552222227],[-0.6751732230186462]
JIX,[-0.05085864262290385],[-0.05104218050837517]
JIY,[0.31494500531451064],[0.3150632083415985]
JIZ,[0.3328209422496762],[0.33283475041389465]
JXI,[-0.7147992941492645],[-0.7149626016616821]
JYI,[-0.9782791138198641],[-0.9781532287597656]
JZI,[-0.25049101587327116],[-0.2502172887325287]
