,treino,previsto
gamma1,[0.4000793027167511],[0.3998006582260132]
gamma2,[0.2487457597737761],[0.2486087530851364]
gamma3,[0.13798799437073161],[0.13789314031600952]
gamma4,[0.4232457334469961],[0.4231005907058716]
JIX,[-0.8662320473144967],[-0.8656150102615356]
JIY,[-0.17351436714348134],[-0.17344236373901367]
JIZ,[-0.7789905321077226],[-0.7781820297241211]
JXI,[0.504222922837068],[0.504017174243927]
JYI,[0.0225702197513038],[0.022216010838747025]
JZI,[-0.9006520110389387],[-0.9001021385192871]
JXX,[-0.9103850311286859],[-0.9097356796264648]
JXY,[0.4718687724460289],[0.4714682400226593]
JXZ,[-0.6913005045828078],[-0.69121253490448]
JYX,[0.4674897796719699],[0.4676654040813446]
JYY,[0.26088743725565666],[0.2604667544364929]
JYZ,[0.008558276581305035],[0.008741119876503944]
JZX,[0.7115964277308915],[0.7113979458808899]
JZY,[0.20511445829206787],[0.20532983541488647]
JZZ,[0.14671333687288302],[0.14628812670707703]
