,treino,previsto
gamma1,[0.603190610968185],[0.5566654205322266]
gamma2,[0.3816059859191179],[0.30202794075012207]
gamma3,[0.28361821790671515],[0.29991650581359863]
gamma4,[0.674964847134956],[0.6541782021522522]
JIX,[0.142805189379827],[0.2935224175453186]
JIY,[-0.14222189064977075],[-0.21148167550563812]
JIZ,[0.15618260226894076],[0.16734878718852997]
JXI,[-0.5878035357209965],[-0.5204662084579468]
JYI,[0.6266425027146401],[0.7185714840888977]
JZI,[0.647177745066891],[0.9155247211456299]
JXX,[0.30694506780235153],[0.158232182264328]
JXY,[-0.6795408869623607],[-0.7383032441139221]
JXZ,[0.04133871927984911],[0.033702898770570755]
JYX,[-0.3444543767558137],[-0.4023907780647278]
JYY,[-0.5000066466271993],[-0.48903995752334595]
JYZ,[0.9056338182918233],[0.835083544254303]
JZX,[0.9931139850789104],[0.9905291199684143]
JZY,[-0.9108872350991339],[-1.1028960943222046]
JZZ,[0.720322074572582],[0.5343862175941467]
