,treino,previsto
gamma1,[0.37397978322450376],[0.3738236129283905]
gamma2,[0.3881118510774686],[0.3879889249801636]
gamma3,[0.6823688165291463],[0.6822662949562073]
gamma4,[0.15227653430017296],[0.15229421854019165]
JXX,[-0.23386483593564344],[-0.23365625739097595]
JXY,[0.3686172768546372],[0.3685854971408844]
JXZ,[0.07725826039666361],[0.07710498571395874]
JYX,[0.87675371205687],[0.8765016198158264]
JYY,[-0.021450084455786333],[-0.021386446431279182]
JYZ,[-0.15672141727468958],[-0.15658342838287354]
JZX,[0.22643212360750375],[0.22604283690452576]
JZY,[-0.5666153759864867],[-0.566474437713623]
JZZ,[0.8039986310648337],[0.8041456341743469]
JIX,[-0.19204385011266734],[-0.19237051904201508]
JIY,[-0.5998491108501092],[-0.5996900200843811]
JIZ,[-0.6423953588267755],[-0.6422279477119446]
JXI,[-0.5031373629980624],[-0.5031382441520691]
JYI,[0.5197548730161559],[0.5198920369148254]
JZI,[-0.4976979832495598],[-0.49738121032714844]
