,treino,previsto
gamma1,[0.23225271643321965],[0.2321390062570572]
gamma2,[0.23269495139955365],[0.2320990115404129]
gamma3,[0.04233541665118867],[0.04225725680589676]
gamma4,[0.9975612088693158],[0.9965474605560303]
JXX,[0.6157086039068553],[0.6159773468971252]
JXY,[0.02491247927518625],[0.0247421246021986]
JXZ,[0.010168306940023353],[0.010296248830854893]
JYX,[-0.527887273007579],[-0.5276047587394714]
JYY,[-0.9936387387794057],[-0.9932571649551392]
JYZ,[-0.2579066167357844],[-0.2577225863933563]
JZX,[0.17072499436424837],[0.16962148249149323]
JZY,[-0.8614704736333774],[-0.8616688251495361]
JZZ,[0.5875020437139302],[0.5866740942001343]
JIX,[-0.6701010403336041],[-0.6701679229736328]
JIY,[0.3795338484351347],[0.3794018626213074]
JIZ,[0.26999988080944126],[0.2694613039493561]
JXI,[-0.04179905588509758],[-0.04177093133330345]
JYI,[-0.5679713042121943],[-0.5673159956932068]
JZI,[0.5852667164004928],[0.5850017666816711]
