,treino,previsto
gamma1,[0.49653521716587157],[0.5311161279678345]
gamma2,[0.8612924863730758],[0.8978461623191833]
gamma3,[0.3477168575425721],[0.34924665093421936]
gamma4,[0.6615424192381595],[0.655303955078125]
JIX,[-0.09830973170998192],[-0.21274706721305847]
JIY,[-0.12676086344783122],[-0.189095139503479]
JIZ,[-0.91673110829594],[-1.0151312351226807]
JXI,[0.5352545159169328],[0.5548617839813232]
JYI,[0.34691071289664666],[0.389713317155838]
JZI,[0.341715081425054],[0.3316490650177002]
JXX,[-0.05466902390511197],[-0.18925869464874268]
JXY,[0.3454622280497679],[0.29423511028289795]
JXZ,[0.7649625069950898],[0.8860152363777161]
JYX,[0.38404488297670647],[0.487782746553421]
JYY,[-0.3087151482695474],[-0.49617260694503784]
JYZ,[0.7946470632001239],[0.8387471437454224]
JZX,[-0.366011218325637],[-0.5802944302558899]
JZY,[-0.8324319756419407],[-0.9240637421607971]
JZZ,[-0.4976318139645448],[-0.5980691313743591]
